Ir. szám	Név	Megyekód	Járás	KSH kód	Jogállás	Terület	Népesség	Lakások
8749	Zalakaros	ZA	Nagykanizsai	11785	4	1717	2337	1202
8751	Zalakomár	ZA	Nagykanizsai	10348	5	5488	2786	1047
8753	Balatonmagyaród	ZA	Nagykanizsai	26462	6	3153	406	256
8754	Galambok	ZA	Nagykanizsai	12991	6	2591	1266	588
8756	Csapi	ZA	Nagykanizsai	06132	6	1011	191	99
8756	Kisrécse	ZA	Nagykanizsai	32726	6	342	169	89
8756	Nagyrécse	ZA	Nagykanizsai	14979	6	2699	1108	436
8756	Zalasárszeg	ZA	Nagykanizsai	02972	6	304	113	66
8761	Pacsa	ZA	Zalaegerszegi	31741	4	2271	1534	670
8761	Zalaigrice	ZA	Zalaegerszegi	16896	6	773	92	63
8762	Gétye	ZA	Keszthelyi	20039	6	666	88	91
8762	Szentpéterúr	ZA	Zalaegerszegi	11165	6	1596	944	408
8764	Dióskál	ZA	Keszthelyi	28778	6	1963	420	258
8764	Zalaszentmárton	ZA	Keszthelyi	13091	6	498	56	53
8765	Egeraracsa	ZA	Keszthelyi	24262	6	703	305	167
8767	Alsórajk	ZA	Nagykanizsai	18829	6	845	324	165
8767	Felsőrajk	ZA	Nagykanizsai	21476	6	2054	763	331
8767	Pötréte	ZA	Nagykanizsai	24660	6	1412	272	151
8771	Hahót	ZA	Nagykanizsai	10269	6	3901	941	459
8772	Börzönce	ZA	Nagykanizsai	21139	6	560	44	35
8772	Zalaszentbalázs	ZA	Nagykanizsai	18564	6	2099	790	345
8773	Kacorlak	ZA	Nagykanizsai	22965	6	760	182	85
8773	Pölöskefő	ZA	Nagykanizsai	31112	6	1232	375	161
8774	Gelse	ZA	Nagykanizsai	12089	6	2247	991	441
8774	Gelsesziget	ZA	Nagykanizsai	09089	6	498	250	104
8774	Kilimán	ZA	Nagykanizsai	32267	6	572	226	97
8776	Bocska	ZA	Nagykanizsai	31291	6	738	289	128
8776	Magyarszentmiklós	ZA	Nagykanizsai	02909	6	420	230	102
8776	Magyarszerdahely	ZA	Nagykanizsai	13064	6	1622	435	170
8777	Fűzvölgy	ZA	Nagykanizsai	16531	6	314	123	56
8777	Homokkomárom	ZA	Nagykanizsai	24873	6	1670	248	112
8777	Hosszúvölgy	ZA	Nagykanizsai	11208	6	360	176	77
8778	Újudvar	ZA	Nagykanizsai	32197	6	1631	891	370
8782	Ligetfalva	ZA	Keszthelyi	28200	6	473	68	39
8782	Tilaj	ZA	Zalaegerszegi	27951	6	816	194	106
8782	Zalacsány	ZA	Keszthelyi	04002	6	1607	1008	508
8784	Kehidakustány	ZA	Zalaszentgróti	32902	6	1975	1185	660
8785	Kallósd	ZA	Zalaszentgróti	05537	6	541	108	73
8788	Sénye	ZA	Zalaszentgróti	14085	6	304	70	35
8788	Zalaszentlászló	ZA	Zalaszentgróti	07232	6	1966	751	377
8790	Zalaszentgrót	ZA	Zalaszentgróti	32522	4	7465	5775	2899
8792	Zalavég	ZA	Zalaszentgróti	17057	6	1211	337	200
8793	Tekenye	ZA	Zalaszentgróti	24703	6	696	423	249
8796	Türje	ZA	Zalaszentgróti	12609	6	3823	1568	693
8797	Batyk	ZA	Zalaszentgróti	24864	6	808	359	188
8798	Zalabér	ZA	Zalaszentgróti	24280	6	1278	707	337
8799	Dötk	ZA	Zalaszentgróti	16009	6	172	47	24
8799	Pakod	ZA	Zalaszentgróti	24271	6	1255	808	382
8800	Nagykanizsa	ZA	Nagykanizsai	30933	3	14840	43188	23497
8821	Nagybakónak	ZA	Nagykanizsai	12760	6	1794	361	215
8822	Zalaújlak	ZA	Nagykanizsai	09380	6	965	103	86
8824	Sand	ZA	Nagykanizsai	15556	6	748	343	195
8825	Miháld	ZA	Nagykanizsai	27526	6	2164	665	347
8825	Pat	ZA	Nagykanizsai	29656	6	833	197	131
8827	Zalaszentjakab	ZA	Nagykanizsai	18096	6	701	286	151
8832	Liszó	ZA	Nagykanizsai	25025	6	2591	363	171
8834	Murakeresztúr	ZA	Nagykanizsai	25210	6	1172	1525	686
8835	Fityeház	ZA	Nagykanizsai	19187	6	650	587	253
8840	Csurgó	SO	Csurgói	21315	4	5942	4392	2054
8840	Csurgónagymarton	SO	Csurgói	10603	6	1482	165	79
8849	Szenta	SO	Csurgói	11509	6	6447	347	153
8851	Gyékényes	SO	Csurgói	30960	6	3376	981	501
8852	Zákány	SO	Csurgói	14623	6	869	1069	561
8853	Zákányfalu	SO	Csurgói	34403	6	709	373	235
8854	Őrtilos	SO	Csurgói	14012	6	2112	428	303
8855	Belezna	ZA	Nagykanizsai	09168	6	3093	608	286
8856	Surd	ZA	Nagykanizsai	02404	6	2194	552	236
8857	Nemespátró	ZA	Nagykanizsai	19859	6	1225	245	149
8858	Porrog	SO	Csurgói	11828	6	1402	186	123
8858	Porrogszentkirály	SO	Csurgói	13930	6	1365	259	144
8858	Porrogszentpál	SO	Csurgói	28510	6	354	69	43
8858	Somogybükkösd	SO	Csurgói	25043	6	1180	92	68
8861	Szepetnek	ZA	Nagykanizsai	07700	6	3039	1443	547
8862	Semjénháza	ZA	Letenyei	30997	6	470	525	217
8863	Molnári	ZA	Letenyei	21014	6	1286	627	264
8864	Tótszerdahely	ZA	Letenyei	25113	6	1229	1084	421
8865	Tótszentmárton	ZA	Letenyei	16382	6	1017	692	311
8866	Becsehely	ZA	Letenyei	23144	6	3608	1861	749
8866	Petrivente	ZA	Letenyei	30757	6	765	300	131
8868	Kistolmács	ZA	Letenyei	20941	6	1220	163	84
8868	Letenye	ZA	Letenyei	12122	4	4174	3759	1566
8868	Murarátka	ZA	Letenyei	07968	6	1204	217	128
8868	Zajk	ZA	Letenyei	24590	6	1239	209	98
8872	Muraszemenye	ZA	Letenyei	33987	6	1615	496	273
8872	Szentmargitfalva	ZA	Letenyei	14225	6	312	87	65
8873	Csörnyeföld	ZA	Letenyei	33978	6	2121	365	205
8874	Dobri	ZA	Lenti	25885	6	789	138	102
8874	Kerkaszentkirály	ZA	Letenyei	09575	6	810	189	114
8876	Tormafölde	ZA	Lenti	04969	6	1886	332	180
8877	Tornyiszentmiklós	ZA	Lenti	32638	6	1856	480	302
8878	Lovászi	ZA	Lenti	28167	6	967	1130	571
8879	Kerkateskánd	ZA	Lenti	32647	6	894	168	90
8879	Szécsisziget	ZA	Lenti	11554	6	620	189	105
8881	Sormás	ZA	Nagykanizsai	06567	6	1637	776	319
8882	Eszteregnye	ZA	Nagykanizsai	06178	6	2008	628	285
8883	Rigyác	ZA	Nagykanizsai	24138	6	1536	386	151
8885	Borsfa	ZA	Letenyei	10056	6	1183	674	290
8885	Valkonya	ZA	Letenyei	26268	6	755	50	41
8886	Oltárc	ZA	Letenyei	25478	6	2953	224	120
8887	Bázakerettye	ZA	Letenyei	18698	6	803	710	393
8887	Lasztonya	ZA	Letenyei	03434	6	877	53	42
8888	Kiscsehi	ZA	Letenyei	16249	6	1143	169	94
8888	Lispeszentadorján	ZA	Letenyei	10889	6	914	233	159
8888	Maróc	ZA	Letenyei	02103	6	516	59	71
8891	Bánokszentgyörgy	ZA	Letenyei	08439	6	3254	551	280
8891	Várfölde	ZA	Letenyei	02529	6	1487	189	99
8893	Bucsuta	ZA	Letenyei	07986	6	1618	207	104
8893	Szentliszló	ZA	Letenyei	08615	6	689	247	131
8895	Pusztamagyaród	ZA	Letenyei	06530	6	1602	527	251
8896	Pusztaszentlászló	ZA	Zalaegerszegi	26639	6	1034	536	272
8897	Söjtör	ZA	Zalaegerszegi	19080	6	3617	1420	613
8900	Zalaegerszeg	ZA	Zalaegerszegi	32054	1	10246	55433	27908
8911	Kiskutas	ZA	Zalaegerszegi	20312	6	469	189	87
8911	Nagykutas	ZA	Zalaegerszegi	22178	6	845	462	181
8912	Kispáli	ZA	Zalaegerszegi	16081	6	451	271	117
8912	Nagypáli	ZA	Zalaegerszegi	28468	6	632	572	209
8913	Egervár	ZA	Zalaegerszegi	33428	6	1028	1067	396
8913	Gősfa	ZA	Zalaegerszegi	29771	6	1045	310	128
8913	Lakhegy	ZA	Zalaegerszegi	33792	6	860	431	222
8914	Vasboldogasszony	ZA	Zalaegerszegi	10302	6	1175	544	203
8915	Nemesrádó	ZA	Zalaegerszegi	18023	6	1402	306	174
8917	Milejszeg	ZA	Zalaegerszegi	02662	6	908	305	144
8918	Csonkahegyhát	ZA	Zalaegerszegi	31149	6	828	322	144
8918	Németfalu	ZA	Zalaegerszegi	25414	6	867	191	71
8919	Kustánszeg	ZA	Zalaegerszegi	19479	6	1142	470	221
8921	Alibánfa	ZA	Zalaegerszegi	02644	6	584	411	171
8921	Pethőhenye	ZA	Zalaegerszegi	05704	6	887	409	190
8921	Zalaszentiván	ZA	Zalaegerszegi	02608	6	1310	1025	413
8921	Zalaszentlőrinc	ZA	Zalaegerszegi	13301	6	489	252	124
8923	Nemesapáti	ZA	Zalaegerszegi	06169	6	1037	486	218
8924	Alsónemesapáti	ZA	Zalaegerszegi	19512	6	1451	681	274
8925	Búcsúszentlászló	ZA	Zalaegerszegi	20613	6	154	726	276
8925	Kisbucsa	ZA	Zalaegerszegi	21379	6	879	421	185
8925	Nemeshetés	ZA	Zalaegerszegi	07658	6	661	294	196
8925	Nemessándorháza	ZA	Zalaegerszegi	25609	6	1115	300	160
8925	Nemesszentandrás	ZA	Zalaegerszegi	08059	6	546	252	126
8929	Pölöske	ZA	Zalaegerszegi	09867	6	4523	750	313
8931	Kemendollár	ZA	Zalaegerszegi	25353	6	1607	445	208
8931	Vöckönd	ZA	Zalaegerszegi	08369	6	279	101	45
8932	Gyűrűs	ZA	Zalaegerszegi	12539	6	419	80	52
8932	Pókaszepetk	ZA	Zalaegerszegi	21050	6	1869	859	359
8932	Zalaistvánd	ZA	Zalaegerszegi	12496	6	1080	337	158
8934	Bezeréd	ZA	Zalaegerszegi	12830	6	1214	149	141
8935	Almásháza	ZA	Zalaegerszegi	23384	6	498	78	40
8935	Misefa	ZA	Zalaegerszegi	04756	6	651	261	121
8935	Nagykapornak	ZA	Zalaegerszegi	20589	6	2441	909	373
8935	Orbányosfa	ZA	Zalaegerszegi	20835	6	567	91	58
8935	Padár	ZA	Zalaegerszegi	24776	6	1069	109	77
8936	Zalaszentmihály	ZA	Zalaegerszegi	18449	6	2084	938	457
8943	Bocfölde	ZA	Zalaegerszegi	17543	6	868	1159	439
8943	Csatár	ZA	Zalaegerszegi	23436	6	779	546	209
8944	Sárhida	ZA	Zalaegerszegi	08101	6	509	715	261
8945	Bak	ZA	Zalaegerszegi	04738	6	2305	1528	579
8946	Baktüttös	ZA	Zalaegerszegi	15097	6	971	334	142
8946	Pusztaederics	ZA	Zalaegerszegi	27465	6	955	157	93
8946	Tófej	ZA	Zalaegerszegi	05342	6	1532	640	286
8947	Szentkozmadombja	ZA	Zalaegerszegi	03124	6	508	76	66
8947	Zalatárnok	ZA	Zalaegerszegi	29683	6	2595	609	339
8948	Barlahida	ZA	Lenti	27447	6	610	116	86
8948	Nova	ZA	Lenti	03355	6	3929	742	351
8949	Mikekarácsonyfa	ZA	Lenti	22141	6	850	310	138
8951	Csertalakos	ZA	Zalaegerszegi	10649	6	199	23	25
8951	Gutorfölde	ZA	Zalaegerszegi	02097	6	2485	886	471
8953	Szentpéterfölde	ZA	Zalaegerszegi	30067	6	1199	106	79
8954	Ortaháza	ZA	Lenti	04950	6	703	88	52
8956	Kányavár	ZA	Lenti	04473	6	420	121	81
8956	Páka	ZA	Lenti	29160	6	2318	967	527
8956	Pördefölde	ZA	Lenti	32513	6	1912	66	40
8957	Csömödér	ZA	Lenti	29364	6	779	543	262
8957	Hernyék	ZA	Lenti	19895	6	1031	79	60
8957	Kissziget	ZA	Lenti	13055	6	706	161	88
8957	Zebecke	ZA	Lenti	03726	6	445	61	45
8958	Iklódbördőce	ZA	Lenti	13921	6	1230	263	140
8960	Lenti	ZA	Lenti	12575	4	7379	7056	3954
8969	Bödeháza	ZA	Lenti	04163	6	667	47	56
8969	Gáborjánháza	ZA	Lenti	17516	6	507	64	62
8969	Szijártóháza	ZA	Lenti	26161	6	378	42	27
8969	Zalaszombatfa	ZA	Lenti	27562	6	589	44	39
8971	Kerkabarabás	ZA	Lenti	29489	6	1029	269	134
8971	Zalabaksa	ZA	Lenti	07579	6	1611	598	266
8973	Alsószenterzsébet	ZA	Lenti	08767	6	963	51	39
8973	Csesztreg	ZA	Lenti	02583	6	2300	783	362
8973	Felsőszenterzsébet	ZA	Lenti	30890	6	824	15	16
8973	Kerkafalva	ZA	Lenti	15112	6	1850	119	83
8973	Kerkakutas	ZA	Lenti	22080	6	2007	127	96
8973	Magyarföld	ZA	Lenti	08916	6	889	38	30
8973	Ramocsa	ZA	Lenti	14298	6	273	34	23
8975	Szentgyörgyvölgy	ZA	Lenti	18652	6	2958	361	211
8976	Márokföld	ZA	Lenti	31981	6	744	56	35
8976	Nemesnép	ZA	Lenti	32665	6	972	117	72
8977	Baglad	ZA	Lenti	11059	6	486	43	38
8977	Lendvajakabfa	ZA	Lenti	11475	6	620	27	37
8977	Resznek	ZA	Lenti	17118	6	1842	243	154
8978	Belsősárd	ZA	Lenti	20950	6	979	87	43
8978	Gosztola	ZA	Lenti	13569	6	698	50	52
8978	Külsősárd	ZA	Lenti	32221	6	152	59	36
8978	Lendvadedes	ZA	Lenti	27483	6	402	30	29
8978	Rédics	ZA	Lenti	31592	6	2533	884	372
8981	Gellénháza	ZA	Zalaegerszegi	08068	6	523	1469	643
8981	Lickóvadamos	ZA	Zalaegerszegi	03054	6	669	198	124
8983	Babosdöbréte	ZA	Zalaegerszegi	21263	6	1252	504	240
8983	Nagylengyel	ZA	Zalaegerszegi	04455	6	1024	502	205
8983	Ormándlak	ZA	Zalaegerszegi	22497	6	575	102	62
8984	Gombosszeg	ZA	Zalaegerszegi	17613	6	216	51	30
8984	Iborfia	ZA	Zalaegerszegi	03188	6	259	13	15
8984	Petrikeresztúr	ZA	Zalaegerszegi	19178	6	877	339	164
8985	Becsvölgye	ZA	Zalaegerszegi	18360	6	2140	703	322
8986	Pórszombat	ZA	Lenti	16850	6	1552	252	131
8986	Pusztaapáti	ZA	Lenti	16920	6	1059	23	15
8986	Szilvágy	ZA	Lenti	17853	6	2427	198	93
8988	Kálócfa	ZA	Lenti	21500	6	1021	132	88
8988	Kozmadombja	ZA	Lenti	13082	6	763	31	31
8989	Dobronhegy	ZA	Zalaegerszegi	32708	6	215	159	79
8990	Pálfiszeg	ZA	Zalaegerszegi	14720	6	559	150	65
8991	Böde	ZA	Zalaegerszegi	22877	6	917	270	112
8991	Hottó	ZA	Zalaegerszegi	28325	6	670	328	138
8991	Teskánd	ZA	Zalaegerszegi	08828	6	485	1243	466
8992	Bagod	ZA	Zalaegerszegi	30368	6	1637	1216	471
8992	Boncodfölde	ZA	Zalaegerszegi	10782	6	590	399	139
8992	Hagyárosbörönd	ZA	Zalaegerszegi	10931	6	1125	328	136
8992	Zalaboldogfa	ZA	Zalaegerszegi	28495	6	1147	353	148
8994	Kávás	ZA	Zalaegerszegi	32063	6	664	239	100
8994	Zalaszentgyörgy	ZA	Zalaegerszegi	33136	6	983	437	153
8995	Keménfa	ZA	Zalaegerszegi	06071	6	1489	87	45
8995	Salomvár	ZA	Zalaegerszegi	27720	6	1611	562	242
8996	Zalacséb	ZA	Zalaegerszegi	02486	6	963	468	198
8997	Zalaháshágy	ZA	Zalaegerszegi	23834	6	1213	362	163
8998	Ozmánbük	ZA	Zalaegerszegi	18953	6	669	183	91
8998	Vaspör	ZA	Zalaegerszegi	14322	6	1345	321	204
8999	Csöde	ZA	Zalaegerszegi	27492	6	1061	82	56
8999	Zalalövő	ZA	Zalaegerszegi	30313	4	5264	2736	1236
9000	Győr	GS	Győri	25584	1	17462	130020	64061
9061	Vámosszabadi	GS	Győri	12405	6	2237	2856	1237
9062	Kisbajcs	GS	Győri	22886	6	874	939	327
9062	Vének	GS	Győri	05014	6	689	207	91
9063	Nagybajcs	GS	Győri	02361	6	765	1188	462
9071	Gönyű	GS	Győri	02060	6	2163	3230	1216
9072	Nagyszentjános	GS	Győri	33543	6	3030	1887	710
9073	Bőny	GS	Győri	33950	6	5042	2239	863
9074	Rétalap	GS	Győri	33969	6	1320	545	216
9081	Győrújbarát	GS	Győri	07481	6	3360	8052	3009
9082	Nyúl	GS	Győri	12955	6	2514	4623	1785
9083	Écs	GS	Pannonhalmi	16708	6	1984	2241	851
9084	Győrság	GS	Győri	31316	6	820	1607	653
9085	Pázmándfalu	GS	Pannonhalmi	12715	6	1939	1131	443
9086	Töltéstava	GS	Győri	16674	6	2317	2566	768
9088	Bakonypéterd	GS	Pannonhalmi	22062	6	1002	296	129
9089	Lázi	GS	Pannonhalmi	04376	6	1679	510	209
9090	Pannonhalma	GS	Pannonhalmi	24305	4	2957	3860	1362
9091	Ravazd	GS	Pannonhalmi	21801	6	2855	1231	484
9092	Tarjánpuszta	GS	Pannonhalmi	33914	6	844	417	153
9093	Győrasszonyfa	GS	Pannonhalmi	08721	6	648	523	208
9094	Tápszentmiklós	GS	Pannonhalmi	21971	6	2075	916	342
9095	Táp	GS	Pannonhalmi	14261	6	1988	718	299
9096	Nyalka	GS	Pannonhalmi	19752	6	1286	504	202
9097	Mezőörs	GS	Győri	12812	6	4848	961	351
9099	Pér	GS	Győri	15529	6	3149	2667	1045
9100	Tét	GS	Téti	19035	4	5635	4134	1610
9111	Tényő	GS	Győri	11457	6	2638	1739	732
9112	Sokorópátka	GS	Győri	12627	6	1686	1106	485
9113	Koroncó	GS	Győri	24633	6	2690	2580	909
9121	Győrszemere	GS	Téti	15653	6	3310	3526	1321
9122	Felpéc	GS	Téti	33251	6	2247	964	391
9123	Kajárpéc	GS	Győri	12113	6	3189	1294	583
9124	Gyömöre	GS	Téti	20400	6	2049	1204	500
9125	Szerecseny	GS	Téti	03887	6	1238	825	366
9126	Gyarmat	GS	Téti	26860	6	2245	1347	580
9127	Csikvánd	GS	Téti	13505	6	1453	491	223
9131	Mórichida	GS	Téti	02556	6	3231	807	352
9132	Árpás	GS	Téti	32249	6	1426	260	142
9133	Kisbabot	GS	Téti	02413	6	610	234	110
9133	Rábaszentmiklós	GS	Téti	17297	6	501	140	66
9134	Bodonhely	GS	Csornai	06220	6	1110	353	176
9135	Rábaszentmihály	GS	Téti	33710	6	1097	477	199
9136	Mérges	GS	Téti	20385	6	651	107	53
9136	Rábacsécsény	GS	Téti	33701	6	1568	598	243
9141	Ikrény	GS	Győri	20604	6	1558	1892	664
9142	Rábapatona	GS	Győri	25335	6	3974	2787	1027
9143	Enese	GS	Győri	15033	6	1989	1808	646
9144	Kóny	GS	Csornai	11262	6	2887	2714	1085
9145	Bágyogszovát	GS	Csornai	28769	6	2406	1261	551
9146	Rábapordány	GS	Csornai	24721	6	2190	934	447
9147	Dör	GS	Csornai	21917	6	1101	634	225
9151	Abda	GS	Győri	11882	6	1902	3221	1217
9152	Börcs	GS	Győri	06619	6	1276	1374	501
9153	Öttevény	GS	Győri	02635	6	2366	2928	1105
9154	Mosonszentmiklós	GS	Győri	33677	6	3071	2594	1002
9155	Lébény	GS	Mosonmagyaróvári	33668	4	8139	3220	1302
9161	Győrsövényház	GS	Győri	19309	6	2421	784	310
9162	Bezi	GS	Győri	10560	6	1119	488	201
9163	Fehértó	GS	Győri	06956	6	1138	452	226
9164	Markotabödöge	GS	Csornai	06770	6	1629	526	232
9165	Cakóháza	GS	Csornai	27085	6	288	62	31
9165	Rábcakapi	GS	Csornai	03753	6	785	170	89
9165	Tárnokréti	GS	Csornai	04172	6	954	179	104
9167	Bősárkány	GS	Csornai	15501	5	2332	2186	829
9168	Acsalag	GS	Csornai	33385	6	1042	471	223
9169	Barbacs	GS	Csornai	06196	6	1365	769	312
9169	Maglóca	GS	Csornai	26444	6	577	117	64
9171	Győrújfalu	GS	Győri	31787	6	737	2490	1053
9172	Győrzámoly	GS	Győri	15228	6	2639	3841	1263
9173	Győrladamér	GS	Győri	13198	6	861	1853	631
9174	Dunaszeg	GS	Győri	21078	6	1726	2309	855
9175	Dunaszentpál	GS	Győri	15875	6	981	740	278
9176	Mecsér	GS	Mosonmagyaróvári	27359	6	2109	650	308
9177	Ásványráró	GS	Mosonmagyaróvári	26921	6	3911	2117	884
9178	Hédervár	GS	Mosonmagyaróvári	12308	6	1428	1292	518
9181	Kimle	GS	Mosonmagyaróvári	14748	6	3726	2376	905
9182	Károlyháza	GS	Mosonmagyaróvári	34351	6	1124	436	166
9184	Kunsziget	GS	Győri	31626	6	1787	1448	500
9200	Mosonmagyaróvár	GS	Mosonmagyaróvári	04783	4	8378	34226	16340
9211	Feketeerdő	GS	Mosonmagyaróvári	32717	6	674	674	257
9221	Levél	GS	Mosonmagyaróvári	19239	6	2492	2316	850
9222	Hegyeshalom	GS	Mosonmagyaróvári	17905	5	5266	3727	1712
9223	Bezenye	GS	Mosonmagyaróvári	29805	6	3003	1392	560
9224	Rajka	GS	Mosonmagyaróvári	26587	6	5260	5630	2512
9225	Dunakiliti	GS	Mosonmagyaróvári	27739	6	3363	2176	872
9226	Dunasziget	GS	Mosonmagyaróvári	10454	6	3589	1827	742
9228	Halászi	GS	Mosonmagyaróvári	26790	6	3645	3286	1217
9231	Máriakálnok	GS	Mosonmagyaróvári	12283	6	1548	2090	757
9232	Darnózseli	GS	Mosonmagyaróvári	21865	6	1961	1615	616
9233	Lipót	GS	Mosonmagyaróvári	16221	6	1609	816	347
9234	Kisbodak	GS	Mosonmagyaróvári	07816	6	910	376	168
9235	Dunaremete	GS	Mosonmagyaróvári	02079	6	436	272	114
9235	Püski	GS	Mosonmagyaróvári	12964	6	839	638	265
9241	Jánossomorja	GS	Mosonmagyaróvári	29221	4	14894	5961	2314
9243	Várbalog	GS	Mosonmagyaróvári	18412	6	2270	411	256
9244	Újrónafő	GS	Mosonmagyaróvári	31839	6	4864	847	320
9245	Mosonszolnok	GS	Mosonmagyaróvári	28149	6	4392	1815	634
9246	Mosonudvar	GS	Mosonmagyaróvári	34412	6	157	403	155
9300	Csorna	GS	Csornai	04039	4	9195	9680	4365
9311	Pásztori	GS	Csornai	23481	6	852	396	113
9312	Szilsárkány	GS	Csornai	03364	6	1670	684	317
9313	Rábacsanak	GS	Csornai	04792	6	1385	506	254
9314	Egyed	GS	Csornai	20288	6	1343	480	229
9315	Sobor	GS	Csornai	24208	6	1670	284	144
9316	Rábaszentandrás	GS	Csornai	15273	6	1160	456	205
9317	Szany	GS	Csornai	08536	5	3415	2026	972
9321	Farád	GS	Csornai	33996	6	2879	1889	757
9322	Rábatamási	GS	Csornai	15422	6	2177	964	441
9323	Jobaháza	GS	Csornai	06646	6	806	499	187
9324	Bogyoszló	GS	Csornai	04367	6	2622	604	307
9324	Potyond	GS	Csornai	27304	6	284	90	49
9325	Sopronnémeti	GS	Csornai	02617	6	710	285	117
9326	Szil	GS	Csornai	19266	6	3104	1316	600
9327	Rábasebes	GS	Csornai	20136	6	538	76	85
9327	Vág	GS	Csornai	02237	6	1403	473	289
9330	Kapuvár	GS	Kapuvári	28334	4	9605	9953	4589
9341	Kisfalud	GS	Kapuvári	33695	6	1510	664	308
9342	Mihályi	GS	Kapuvári	21980	6	1628	1042	459
9343	Beled	GS	Kapuvári	10588	4	2647	2403	1102
9343	Edve	GS	Kapuvári	22442	6	505	106	72
9343	Vásárosfalu	GS	Kapuvári	17880	6	420	142	70
9344	Rábakecöl	GS	Kapuvári	14793	6	2303	643	346
9345	Páli	GS	Csornai	19637	6	1958	390	210
9346	Magyarkeresztúr	GS	Csornai	13912	6	1673	428	218
9346	Vadosfa	GS	Kapuvári	06239	6	419	90	45
9346	Zsebeháza	GS	Csornai	16869	6	465	133	65
9351	Babót	GS	Kapuvári	15042	6	2167	1069	487
9352	Veszkény	GS	Kapuvári	04589	6	1035	976	419
9353	Szárföld	GS	Kapuvári	15714	6	1711	1038	428
9354	Osli	GS	Kapuvári	15121	6	1880	878	391
9361	Hövej	GS	Kapuvári	10029	6	852	345	196
9362	Himod	GS	Kapuvári	04020	6	2270	620	380
9363	Gyóró	GS	Kapuvári	23843	6	1164	372	152
9364	Cirák	GS	Kapuvári	15954	6	1176	530	263
9365	Dénesfa	GS	Kapuvári	32595	6	1754	396	173
9371	Vitnyéd	GS	Kapuvári	25797	6	3225	1440	552
9372	Csapod	GS	Soproni	08563	6	2917	566	286
9373	Pusztacsalád	GS	Soproni	31370	6	2406	266	134
9374	Iván	GS	Soproni	31635	6	5474	1168	457
9375	Csáfordjánosfa	GS	Soproni	10047	6	528	229	102
9375	Csér	GS	Soproni	30191	6	293	24	27
9375	Répceszemere	GS	Kapuvári	14438	6	942	267	138
9400	Sopron	GS	Soproni	08518	3	16904	61784	29690
9421	Fertőrákos	GS	Soproni	12414	6	2189	2401	1069
9422	Harka	GS	Soproni	07649	6	1100	2998	985
9423	Ágfalva	GS	Soproni	04880	6	1308	2398	863
9431	Fertőd	GS	Soproni	09885	4	4855	3332	1542
9435	Sarród	GS	Soproni	30021	6	4006	1039	488
9436	Fertőszéplak	GS	Soproni	31440	6	2177	1346	544
9437	Hegykő	GS	Soproni	18403	6	2680	1657	694
9441	Agyagosszergény	GS	Kapuvári	29407	6	1988	936	386
9442	Fertőendréd	GS	Soproni	09487	6	1509	599	255
9443	Petőháza	GS	Soproni	22831	6	264	1062	465
9444	Fertőszentmiklós	GS	Soproni	15343	4	3938	3898	1579
9451	Ebergőc	GS	Soproni	26347	6	502	144	83
9451	Röjtökmuzsaj	GS	Soproni	11068	6	1586	465	206
9461	Lövő	GS	Soproni	31194	6	1747	1417	558
9462	Völcsej	GS	Soproni	16319	6	931	400	172
9463	Sopronhorpács	GS	Soproni	29090	6	2069	821	313
9464	Und	GS	Soproni	20792	6	679	334	165
9471	Nemeskér	GS	Soproni	29328	6	642	194	98
9472	Újkér	GS	Soproni	19673	6	3238	981	424
9473	Egyházasfalu	GS	Soproni	15237	6	2164	861	353
9474	Gyalóka	GS	Soproni	17969	6	393	82	48
9474	Szakony	GS	Soproni	11369	6	1350	436	217
9475	Répcevis	GS	Soproni	07746	6	608	316	148
9476	Zsira	GS	Soproni	04622	6	1467	823	288
9481	Pinnye	GS	Soproni	14687	6	864	316	153
9482	Nagylózs	GS	Soproni	32939	6	1924	977	321
9483	Sopronkövesd	GS	Soproni	25724	6	2681	1388	556
9484	Pereszteg	GS	Soproni	23773	6	2251	1449	536
9485	Nagycenk	GS	Soproni	02495	5	1945	2684	1027
9491	Hidegség	GS	Soproni	23375	6	1682	486	181
9492	Fertőhomok	GS	Soproni	10658	6	1261	873	416
9493	Fertőboz	GS	Soproni	11253	6	1367	308	121
9495	Kópháza	GS	Soproni	06895	6	873	2006	756
9500	Celldömölk	VA	Celldömölki	27094	4	5239	9860	4688
9511	Kemenesmihályfa	VA	Celldömölki	13426	6	1781	486	231
9512	Ostffyasszonyfa	VA	Celldömölki	32629	6	3431	742	374
9513	Csönge	VA	Celldömölki	22390	6	2527	342	191
9514	Kenyeri	VA	Celldömölki	09937	6	3396	786	444
9515	Pápoc	VA	Celldömölki	14067	6	3132	293	290
9516	Vönöck	VA	Celldömölki	03142	6	1760	647	333
9517	Kemenessömjén	VA	Celldömölki	24484	6	1605	484	228
9521	Kemenesszentmárton	VA	Celldömölki	20084	6	429	194	97
9522	Kemenesmagasi	VA	Celldömölki	12247	6	3319	810	426
9523	Szergény	VA	Celldömölki	27793	6	1561	258	164
9531	Mersevát	VA	Celldömölki	14809	6	1054	554	236
9532	Külsővat	VE	Pápai	16142	6	1931	766	256
9533	Nemesszalók	VE	Pápai	21759	6	2056	803	360
9534	Marcalgergelyi	VE	Pápai	29294	6	776	357	168
9535	Vinár	VE	Pápai	24651	6	460	210	90
9542	Boba	VA	Celldömölki	29203	6	1095	731	332
